"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","Domain","Vocabulary","Ancestors"
"","36278603","OMOP3129478","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Pen Injector [Novomix] Box of 5 by Novo Nordisk","Marketed Product","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347500","OMOP2545462","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349894","OMOP2547856","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe Box of 10","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349658","OMOP2547620","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe Box of 5","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347586","OMOP2545548","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347838","OMOP2545800","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349103","OMOP2547065","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10 by Aca Mueller","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349105","OMOP2547067","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10 by Cc","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349603","OMOP2547565","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10 by Emra-Med","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349104","OMOP2547066","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10 by Eurim-Pharm","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349829","OMOP2547791","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10 by Gerke","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349352","OMOP2547314","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10 by Kohlpharma","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347937","OMOP2545899","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10 by Mtk","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41346987","OMOP2544949","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10 by MZG","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41350589","OMOP2548551","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10 by Novo Nordisk","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41346986","OMOP2544948","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 10 by Orifarm Leverkus","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349736","OMOP2547698","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41346780","OMOP2544742","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5 by Aca Mueller","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41350322","OMOP2548284","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5 by Cc","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348869","OMOP2546831","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5 by Emra-Med","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348172","OMOP2546134","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5 by Eurim-Pharm","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41350590","OMOP2548552","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5 by Gerke","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348394","OMOP2546356","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5 by Kohlpharma","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347938","OMOP2545900","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5 by Mtk","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349830","OMOP2547792","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5 by MZG","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347450","OMOP2545412","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5 by Novo Nordisk","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348395","OMOP2546357","3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoMix] Box of 5 by Orifarm Leverkus","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","42921712","OMOP4648536","3 ML insulin degludec 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Injectable Solution","Quant Clinical Drug","Standard","08/20/2018","12/30/2099","0","0","Drug","RxNorm Extension",""
"","42921713","OMOP4648537","3 ML insulin degludec 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Injectable Solution [RYZODEG FLEX TOUCH]","Quant Branded Drug","Standard","08/20/2018","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43258826","OMOP561944","3 ML insulin detemir 100 UNT/ML Cartridge","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191279","OMOP3068002","3 ML insulin detemir 100 UNT/ML Cartridge Box of 10","Quant Clinical Box","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43291447","OMOP561945","3 ML insulin detemir 100 UNT/ML Cartridge Box of 5","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191223","OMOP3067946","3 ML insulin detemir 100 UNT/ML Cartridge [Levemir]","Quant Branded Drug","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44190853","OMOP3067576","3 ML insulin detemir 100 UNT/ML Cartridge [Levemir] Box of 10","Quant Branded Box","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191512","OMOP3068235","3 ML insulin detemir 100 UNT/ML Cartridge [Levemir] Box of 10 by Novo Nordisk","Marketed Product","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191306","OMOP3068029","3 ML insulin detemir 100 UNT/ML Cartridge [Levemir] Box of 5","Quant Branded Box","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191344","OMOP3068067","3 ML insulin detemir 100 UNT/ML Cartridge [Levemir] Box of 5 by Cc","Marketed Product","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191099","OMOP3067822","3 ML insulin detemir 100 UNT/ML Cartridge [Levemir] Box of 5 by Kohlpharma","Marketed Product","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191014","OMOP3067737","3 ML insulin detemir 100 UNT/ML Cartridge [Levemir] Box of 5 by Novo Nordisk","Marketed Product","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348914","OMOP2546876","3 ML insulin detemir 100 UNT/ML Injectable Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278614","OMOP3129489","3 ML insulin detemir 100 UNT/ML Injectable Solution [Actrapid]","Quant Branded Drug","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278594","OMOP3129469","3 ML insulin detemir 100 UNT/ML Injectable Solution [Actrapid] Box of 5","Quant Branded Box","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278534","OMOP3129409","3 ML insulin detemir 100 UNT/ML Injectable Solution [Actrapid] Box of 5 by Novo Nordisk","Marketed Product","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41346806","OMOP2544768","3 ML insulin detemir 100 UNT/ML Injectable Solution Box of 10","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347038","OMOP2545000","3 ML insulin detemir 100 UNT/ML Injectable Solution Box of 5","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278520","OMOP3129395","3 ML insulin detemir 100 UNT/ML Injectable Solution [Humulin]","Quant Branded Drug","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278466","OMOP3129341","3 ML insulin detemir 100 UNT/ML Injectable Solution [Humulin] Box of 5","Quant Branded Box","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278531","OMOP3129406","3 ML insulin detemir 100 UNT/ML Injectable Solution [Humulin] Box of 5 by Eli Lilly","Marketed Product","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278521","OMOP3129396","3 ML insulin detemir 100 UNT/ML Injectable Solution [Insuman]","Quant Branded Drug","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278595","OMOP3129470","3 ML insulin detemir 100 UNT/ML Injectable Solution [Insuman] Box of 5","Quant Branded Box","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278532","OMOP3129407","3 ML insulin detemir 100 UNT/ML Injectable Solution [Insuman] Box of 5 by Sanofi","Marketed Product","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347585","OMOP2545547","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348076","OMOP2546038","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] Box of 10","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349602","OMOP2547564","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] Box of 10 by Novo Nordisk","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348077","OMOP2546039","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] Box of 5","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41350588","OMOP2548550","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] Box of 5 by Cc","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41350071","OMOP2548033","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] Box of 5 by Eurim-Pharm","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348170","OMOP2546132","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] Box of 5 by Kohlpharma","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","35779523","OMOP2780984","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] Box of 5 by Mawdsley-Brooks","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348171","OMOP2546133","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] Box of 5 by Novo Nordisk","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","35779332","OMOP2780793","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] Box of 5 by Waymade","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","35779333","OMOP2780794","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] by Mawdsley-Brooks","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","35779394","OMOP2780855","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] by Novo Nordisk","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","35779463","OMOP2780924","3 ML insulin detemir 100 UNT/ML Injectable Solution [Levemir] by Waymade","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191196","OMOP3067919","3 ML insulin detemir 100 UNT/ML Injectable Suspension","Quant Clinical Drug","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191032","OMOP3067755","3 ML insulin detemir 100 UNT/ML Injectable Suspension Box of 5","Quant Clinical Box","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44190894","OMOP3067617","3 ML insulin detemir 100 UNT/ML Injectable Suspension [Levemir]","Quant Branded Drug","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191222","OMOP3067945","3 ML insulin detemir 100 UNT/ML Injectable Suspension [Levemir] Box of 5","Quant Branded Box","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44190933","OMOP3067656","3 ML insulin detemir 100 UNT/ML Injectable Suspension [Levemir] Box of 5 by Novo Nordisk","Marketed Product","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43275292","OMOP561938","3 ML insulin detemir 100 UNT/ML Injection","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43286082","OMOP561939","3 ML insulin detemir 100 UNT/ML Injection Box of 5","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","1516980","847239","3 ML insulin detemir 100 UNT/ML Pen Injector","Quant Clinical Drug","Standard","05/02/2009","12/30/2099","0","0","Drug","RxNorm",""
"","36278482","OMOP3129357","3 ML insulin detemir 100 UNT/ML Pen Injector Box of 5","Quant Clinical Box","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278522","OMOP3129397","3 ML insulin detemir 100 UNT/ML Pen Injector [Insuman]","Quant Branded Drug","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278439","OMOP3129314","3 ML insulin detemir 100 UNT/ML Pen Injector [Insuman] Box of 5","Quant Branded Box","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278535","OMOP3129410","3 ML insulin detemir 100 UNT/ML Pen Injector [Insuman] Box of 5 by Sanofi","Marketed Product","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","1516981","847241","3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir]","Quant Branded Drug","Standard","05/02/2009","12/30/2099","0","0","Drug","RxNorm",""
"","36278569","OMOP3129444","3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir] Box of 5","Quant Branded Box","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278576","OMOP3129451","3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir] Box of 5 by Novo Nordisk","Marketed Product","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21136739","OMOP305740","3 ML insulin detemir 100 UNT/ML Prefilled Syringe","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347499","OMOP2545461","3 ML insulin detemir 100 UNT/ML Prefilled Syringe Box of 10","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21068151","OMOP305742","3 ML insulin detemir 100 UNT/ML Prefilled Syringe Box of 5","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43196693","OMOP511664","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347366","OMOP2545328","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] Box of 10","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41350587","OMOP2548549","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] Box of 10 by Novo Nordisk","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43218616","OMOP511665","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] Box of 5","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41350072","OMOP2548034","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] Box of 5 by Cc","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348867","OMOP2546829","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] Box of 5 by Eurim-Pharm","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349828","OMOP2547790","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] Box of 5 by Kohlpharma","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21146592","OMOP305748","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] Box of 5 by Mawdsley-Brooks","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348630","OMOP2546592","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] Box of 5 by Novo Nordisk","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21156565","OMOP305750","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] Box of 5 by Waymade","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21176088","OMOP305744","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] by Mawdsley-Brooks","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21136740","OMOP305745","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] by Novo Nordisk","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","21126861","OMOP305746","3 ML insulin detemir 100 UNT/ML Prefilled Syringe [Levemir] by Waymade","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","42921679","OMOP4648502","3 ML insulin detemir 14.2 MG/ML Pen Injector","Quant Clinical Drug","Standard","08/20/2018","12/30/2099","0","0","Drug","RxNorm Extension",""
"","42921680","OMOP4648503","3 ML insulin detemir 14.2 MG/ML Pen Injector [LEVEMIR FLEX]","Quant Branded Drug","Standard","08/20/2018","12/30/2099","0","0","Drug","RxNorm Extension",""
"","2028857","OMOP4927602","3 ML insulin detemir 14.2 MG/ML Pen Injector [LEVEMIR FLEX] by Novonordisk","Marketed Product","Standard","07/30/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191112","OMOP3067835","3 ML insulin detemir 33.3 UNT/ML Injectable Suspension","Quant Clinical Drug","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191278","OMOP3068001","3 ML insulin detemir 33.3 UNT/ML Injectable Suspension Box of 10","Quant Clinical Box","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191221","OMOP3067944","3 ML insulin detemir 33.3 UNT/ML Injectable Suspension [Levemir]","Quant Branded Drug","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191220","OMOP3067943","3 ML insulin detemir 33.3 UNT/ML Injectable Suspension [Levemir] Box of 10","Quant Branded Box","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191414","OMOP3068137","3 ML insulin detemir 33.3 UNT/ML Injectable Suspension [Levemir] Box of 10 by Cc","Marketed Product","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278584","OMOP3129459","3 ML insulin detemir 33.3 UNT/ML / insulin, isophane 70 UNT/ML Injectable Suspension","Quant Clinical Drug","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278484","OMOP3129359","3 ML insulin detemir 33.3 UNT/ML / insulin, isophane 70 UNT/ML Injectable Suspension Box of 5","Quant Clinical Box","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278571","OMOP3129446","3 ML insulin detemir 33.3 UNT/ML / insulin, isophane 70 UNT/ML Injectable Suspension [Humulin]","Quant Branded Drug","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278549","OMOP3129424","3 ML insulin detemir 33.3 UNT/ML / insulin, isophane 70 UNT/ML Injectable Suspension [Humulin] Box of 5","Quant Branded Box","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","36278448","OMOP3129323","3 ML insulin detemir 33.3 UNT/ML / insulin, isophane 70 UNT/ML Injectable Suspension [Humulin] Box of 5 by Eli Lilly","Marketed Product","Standard","09/30/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41347498","OMOP2545460","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41346756","OMOP2544718","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe Box of 10","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41346805","OMOP2544767","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe Box of 5","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41350475","OMOP2548437","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41348775","OMOP2546737","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 10","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349351","OMOP2547313","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 10 by Cc","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41350586","OMOP2548548","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 10 by Eurim-Pharm","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349827","OMOP2547789","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 10 by Kohlpharma","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41346893","OMOP2544855","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 5","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","41349102","OMOP2547064","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 5 by Kohlpharma","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","2028897","OMOP4927643","3 ML insulin glargine 100 IU/ML Pen Injector","Quant Clinical Drug","Standard","07/30/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","2028898","OMOP4927644","3 ML insulin glargine 100 IU/ML Pen Injector [GLARZIA]","Quant Branded Drug","Standard","07/30/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","2028899","OMOP4927645","3 ML insulin glargine 100 IU/ML Pen Injector [GLARZIA] by Greencross","Marketed Product","Standard","07/30/2020","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43269749","OMOP561981","3 ML Insulin Glargine 100 UNT/ML Auto-Injector","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43518203","OMOP2805318","3 ML Insulin Glargine 100 UNT/ML Auto-Injector [Basaglar]","Quant Branded Drug","Standard","08/28/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43258834","OMOP561984","3 ML Insulin Glargine 100 UNT/ML Auto-Injector Box of 10","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43258833","OMOP561982","3 ML Insulin Glargine 100 UNT/ML Auto-Injector Box of 2","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43286085","OMOP561983","3 ML Insulin Glargine 100 UNT/ML Auto-Injector Box of 5","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","43286086","OMOP561986","3 ML Insulin Glargine 100 UNT/ML Cartridge","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191304","OMOP3068027","3 ML Insulin Glargine 100 UNT/ML Cartridge [Abasaglar]","Quant Branded Drug","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44190893","OMOP3067616","3 ML Insulin Glargine 100 UNT/ML Cartridge [Abasaglar] Box of 5","Quant Branded Box","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
"","44191256","OMOP3067979","3 ML Insulin Glargine 100 UNT/ML Cartridge [Abasaglar] Box of 5 by Lilly","Marketed Product","Standard","10/05/2017","12/30/2099","0","0","Drug","RxNorm Extension",""
